Player Name,Total Clubs Played For,Clubs Played For
Diego D. Fischer,7,"Lyon, Atlanta United, Shakhtar Donetsk, Napoli, Borussia Mönchengladbach, Getafe, São Paulo"
Ciro P. Lopez,2,"FC Porto, Aston Villa"
Miklós C. Thomas,5,"Sporting CP, Inter Miami, LA Galaxy, Galatasaray, Rangers"
Kwan A. Torres,6,"Atlanta United, Barcelona, LA Galaxy, Palmeiras, Shakhtar Donetsk, Schalke 04"
Eden S. Ricci,6,"Manchester City, VfL Wolfsburg, LAFC, Bayern Munich, Olympiacos, Valencia"
Hiroshi L. Bruno,1,Borussia Dortmund
Hiroshi A. Roux,3,"Brighton & Hove Albion, Palmeiras, VfL Wolfsburg"
Sebastian B. Michel,1,Getafe
Gianluigi B. Colombo,3,"Villarreal, Athletic Bilbao, AS Roma"
Tariq G. Silva,4,"Everton, Rennes, Ajax, Chelsea"
Lorenzo J. Schmidt,2,"Lyon, Inter Milan"
Nicolas Van Dijk,3,"River Plate, Napoli, Lyon"
Jan F. Diaz,6,"Al-Nassr, Real Madrid, Aston Villa, Borussia Mönchengladbach, Corinthians, Nice"
Lorenzo K. Ferrari,7,"Corinthians, Barcelona, LA Galaxy, Monaco, Borussia Mönchengladbach, Fenerbahce, Borussia Dortmund"
Tiago V. De Bruyne,2,"Borussia Dortmund, River Plate"
Kevin V. Colombo,7,"Al-Ahli, Real Betis, VfL Wolfsburg, Benfica, Flamengo, PSV Eindhoven, Arsenal"
Xavi P. Simon,3,"Sporting CP, PSV Eindhoven, Paris Saint-Germain"
Leonardo P. Diaz,3,"Borussia Mönchengladbach, Monaco, Boca Juniors"
João H. Gomez,3,"AS Roma, Chelsea, AC Milan"
Frenkie A. Bertrand,4,"Manchester City, Villarreal, AC Milan, Al-Hilal"
Tiago D. Ramirez,3,"Al-Nassr, Al-Ahli, Sevilla"
Lucas F. Jansen,6,"PSV Eindhoven, Arsenal, Borussia Dortmund, Bayern Munich, Torino, Palmeiras"
Jan G. Visser,6,"Besiktas, Marseille, VfL Wolfsburg, Athletic Bilbao, Ajax, Grêmio"
Oliver P. Williams,5,"Corinthians, Palmeiras, Galatasaray, PSV Eindhoven, VfL Wolfsburg"
Jonas T. Moreau,2,"Fluminense, Torino"
Jan E. Rossi,1,Valencia
Ivan E. Torres,3,"Brighton & Hove Albion, Athletic Bilbao, Lille"
Carlos T. Ricci,1,Sporting CP
Gianluigi S. Thomas,1,Inter Miami
Nicolò D. Hernandez,7,"Atalanta, Manchester United, River Plate, Sevilla, LAFC, Real Sociedad, Villarreal"
Daniel A. Leroy,2,"Atletico Madrid, Paris Saint-Germain"
Nicolò L. Smith,1,Flamengo
Ivan T. Hoffmann,1,LA Galaxy
Paul T. Romano,1,LA Galaxy
Oluwaseun F. Rodriguez,1,Eintracht Frankfurt
Gonçalo L. Schulz,1,Atletico Madrid
Adrian L. Garcia,5,"Borussia Mönchengladbach, Al-Ahli, Real Madrid, Celtic, Everton"
Marco L. Michel,2,"Paris Saint-Germain, AC Milan"
Bernardo M. David,5,"Flamengo, River Plate, Al-Hilal, Rennes, Paris Saint-Germain"
Elias G. Fischer,4,"Lyon, PSV Eindhoven, Inter Milan, Inter Miami"
Bruno D. Schneider,7,"Newcastle United, Shakhtar Donetsk, Boca Juniors, VfL Wolfsburg, Chelsea, Villarreal, Bologna"
Paul H. Moreau,5,"Sporting CP, Galatasaray, Arsenal, Atalanta, São Paulo"
David B. Meyer,7,"Fiorentina, Schalke 04, Arsenal, Paris Saint-Germain, West Ham United, Atletico Madrid, Lille"
Youssef B. Flores,2,"Feyenoord, Atlanta United"
Carlos L. Wagner,6,"Manchester United, Olympiacos, Celtic, Bayer Leverkusen, Al-Nassr, Barcelona"
Sebastian T. Simon,7,"Lille, Borussia Mönchengladbach, Barcelona, Aston Villa, Athletic Bilbao, Sporting CP, Corinthians"
Ethan H. Rossi,2,"River Plate, BRAGA"
Liam T. De Jong,5,"Eintracht Frankfurt, Bologna, Inter Miami, FC Porto, Juventus"
Jonas F. Gomez,1,Real Madrid
Tiago D. Lefebvre,4,"Atletico Madrid, Benfica, Liverpool, Juventus"
Luka F. Jansen,5,"Al-Ittihad, Lille, Chelsea, Everton, Bayer Leverkusen"
Santiago N. Marino,3,"Borussia Dortmund, Lyon, Chelsea"
Toby P. Lopez,6,"Chelsea, Fluminense, Al-Ahli, Real Sociedad, Villarreal, West Ham United"
Lukas G. Greco,1,Arsenal
Toby J. Greco,1,Monaco
Elias C. David,3,"Brighton & Hove Albion, LA Galaxy, Borussia Mönchengladbach"
Marco H. Smit,5,"Napoli, Torino, Atlanta United, Monaco, Brighton & Hove Albion"
Kwame A. Marino,2,"Benfica, Bayern Munich"
Oliver M. Ramirez,6,"Borussia Mönchengladbach, Real Sociedad, Boca Juniors, Ajax, Liverpool, Fenerbahce"
Dominik C. De Jong,7,"Torino, Shakhtar Donetsk, Everton, BRAGA, Atlanta United, FC Porto, Celtic"
Ethan H. Schneider,4,"Palmeiras, Athletic Bilbao, SS Lazio, Lyon"
Memphis E. Colombo,1,Everton
Giorgio J. Marino,3,"Manchester United, Marseille, Borussia Dortmund"
Rafael C. Thomas,1,Rangers
Lorenzo G. Williams,5,"Eintracht Frankfurt, Bologna, Real Betis, Juventus, Benfica"
Alessandro S. Marino,7,"Real Sociedad, River Plate, Rangers, Getafe, Newcastle United, LA Galaxy, Olympiacos"
Ciro V. Nieuwenhuis,1,Tottenham Hotspur
Giorgio R. Ramirez,2,"Bayer Leverkusen, Bayern Munich"
Kevin N. Dubois,3,"Santos, Galatasaray, Tottenham Hotspur"
Thibaut A. Jansen,5,"Fenerbahce, Eintracht Frankfurt, Benfica, Torino, Marseille"
João D. Garcia,6,"Olympiacos, Eintracht Frankfurt, Fluminense, Corinthians, Everton, SS Lazio"
Oluwaseun S. Diaz,3,"Santos, Rennes, Boca Juniors"
Gabriel G. Jones,1,AS Roma
Memphis V. De Jong,6,"LAFC, Aston Villa, Al-Nassr, Al-Hilal, Ajax, Fiorentina"
Hiroshi B. Santos,6,"Athletic Bilbao, Everton, Corinthians, Bologna, Olympiacos, LA Galaxy"
Gabriel H. Santos,2,"AC Milan, Wolverhampton"
Filip B. Silva,5,"Santos, Schalke 04, Borussia Dortmund, Dynamo Kyiv, Barcelona"
Noah R. Hernandez,7,"VfL Wolfsburg, Dynamo Kyiv, FC Porto, Boca Juniors, Benfica, Al-Hilal, Torino"
Andrei C. Schneider,4,"Eintracht Frankfurt, Monaco, Fenerbahce, Olympiacos"
Adrian N. Thomas,6,"Real Betis, Nice, Palmeiras, Fiorentina, Everton, Getafe"
Adrian R. Fischer,5,"Paris Saint-Germain, Bologna, Atlanta United, Sporting CP, AC Milan"
Lorenzo M. Wagner,2,"Everton, Benfica"
Benjamin D. De Bruyne,5,"Lyon, Atletico Madrid, Al-Ahli, Shakhtar Donetsk, Ajax"
Federico F. Ferrari,5,"BRAGA, Sevilla, Brighton & Hove Albion, PSV Eindhoven, VfL Wolfsburg"
Kwame V. Perez,7,"Wolverhampton, Shakhtar Donetsk, FC Porto, Benfica, Everton, Santos, Rangers"
Dimitri A. Taylor,4,"Newcastle United, BRAGA, Valencia, AS Roma"
Daniel B. Dubois,2,"Corinthians, Feyenoord"
Benjamin G. Greco,5,"Liverpool, Bayern Munich, Manchester United, Inter Milan, Tottenham Hotspur"
Ivan L. Smit,7,"LA Galaxy, Aston Villa, Boca Juniors, LAFC, Lille, Celtic, Manchester City"
Stefan Santos,1,Athletic Bilbao
Ivan P. Ricci,4,"LA Galaxy, FC Porto, AC Milan, Manchester United"
Paul B. Van Dijk,1,Feyenoord
Gianluigi P. David,7,"Real Betis, Grêmio, Wolverhampton, Fiorentina, Rennes, Villarreal, Aston Villa"
Santiago V. Vasquez,2,"Athletic Bilbao, FC Porto"
Nicolò R. Fischer,1,PSV Eindhoven
Toby K. Nieuwenhuis,5,"Villarreal, Barcelona, Dynamo Kyiv, Schalke 04, FC Porto"
Kevin H. Hoffmann,2,"AS Roma, Schalke 04"
Filip A. Gomez,6,"Lille, Flamengo, Sevilla, Torino, West Ham United, Inter Miami"
Tariq F. Wilson,5,"Getafe, Grêmio, Newcastle United, Inter Miami, Palmeiras"
Nathan D. Bianchi,3,"Sporting CP, West Ham United, AS Roma"
Paul T. Taylor,7,"Inter Milan, Wolverhampton, Dynamo Kyiv, Borussia Mönchengladbach, Al-Ahli, Liverpool, Bayer Leverkusen"
Youssef D. Wagner,2,"Athletic Bilbao, AC Milan"
Kevin J. Ferrari,2,"SS Lazio, Inter Miami"
Rafael E. Fischer,4,"Manchester City, Atlanta United, Benfica, Everton"
Hugo P. Roberts,1,Monaco
Giorgio F. Dubois,2,"Atalanta, Everton"
Lucas C. Wagner,5,"Borussia Mönchengladbach, Al-Nassr, AS Roma, Torino, Chelsea"
Eden R. Jones,6,"Fiorentina, Grêmio, LAFC, Al-Hilal, Bayern Munich, Torino"
Cody C. Rossi,4,"Real Sociedad, Real Madrid, Paris Saint-Germain, Al-Hilal"
Chidi R. Bertrand,7,"Villarreal, PSV Eindhoven, River Plate, Athletic Bilbao, Ajax, BRAGA, Borussia Dortmund"
Axel H. David,7,"FC Porto, Inter Milan, Barcelona, Corinthians, Getafe, Lyon, Atalanta"
Nicolas A. Roux,2,"Borussia Mönchengladbach, Borussia Dortmund"
Dominik P. Bakker,6,"Al-Ittihad, Bayern Munich, Al-Hilal, Fluminense, FC Porto, Nice"
Ivan N. Van Dijk,6,"Ajax, Al-Ahli, Aston Villa, Manchester United, Lyon, Everton"
Kenji T. Gomez,5,"Sporting CP, Juventus, Sevilla, AC Milan, FC Porto"
Miklós F. Gonzales,3,"Al-Ittihad, Valencia, Inter Miami"
Oluwaseun M. Roux,2,"BRAGA, Fiorentina"
David G. Lopez,7,"LA Galaxy, Nice, RB Leipzig, Al-Hilal, Valencia, Manchester United, Juventus"
Virgil L. Brown,1,River Plate
Frenkie D. Gonzales,6,"Rennes, Fenerbahce, Feyenoord, Borussia Dortmund, Shakhtar Donetsk, Fluminense"
Liam F. Thomas,5,"VfL Wolfsburg, Eintracht Frankfurt, Atalanta, Boca Juniors, Newcastle United"
Sebastian P. Schulz,2,"Bayern Munich, Sevilla"
Adrian C. Müller,3,"Inter Milan, Paris Saint-Germain, Atlanta United"
Axel Silva,6,"Borussia Mönchengladbach, Marseille, SS Lazio, Bologna, Besiktas, Bayern Munich"
Cody P. Moreno,7,"Fiorentina, Atalanta, Inter Miami, São Paulo, PSV Eindhoven, Boca Juniors, LA Galaxy"
Dominik G. Nieuwenhuis,4,"Inter Milan, AS Roma, Al-Ittihad, Real Betis"
Tariq C. Davies,3,"Shakhtar Donetsk, Paris Saint-Germain, Fenerbahce"
Giorgio T. Davies,4,"Feyenoord, Barcelona, Dynamo Kyiv, Fenerbahce"
Kenji C. Fernandez,7,"Athletic Bilbao, Atalanta, Palmeiras, Grêmio, Bologna, Al-Ittihad, SS Lazio"
Andrei G. Dubois,2,"Manchester City, Newcastle United"
Dries P. Schmidt,5,"Athletic Bilbao, Palmeiras, LAFC, Borussia Dortmund, Marseille"
Oliver De Jong,7,"Villarreal, RB Leipzig, Brighton & Hove Albion, LA Galaxy, Sevilla, Lille, Valencia"
Dimitri T. Hernandez,5,"Real Betis, Napoli, Shakhtar Donetsk, Liverpool, Chelsea"
Nathan M. Wagner,7,"Rennes, Real Madrid, Bologna, Rangers, Atletico Madrid, Shakhtar Donetsk, Borussia Dortmund"
Kofi H. Bianchi,5,"Arsenal, Paris Saint-Germain, Al-Hilal, LA Galaxy, Ajax"
Alessandro P. Rodriguez,2,"Barcelona, Marseille"
Miklós C. Weber,7,"São Paulo, Al-Ahli, Flamengo, Chelsea, Juventus, Torino, Eintracht Frankfurt"
Louis M. Meyer,3,"Shakhtar Donetsk, Brighton & Hove Albion, LAFC"
Lucas B. Sanchez,5,"Arsenal, Newcastle United, Grêmio, Al-Hilal, Napoli"
Louis T. Nieuwenhuis,3,"Wolverhampton, Manchester City, RB Leipzig"
Louis B. Visser,1,LA Galaxy
Mateo F. Roux,5,"Benfica, Olympiacos, Besiktas, Manchester City, Al-Nassr"
Daniel G. Hoffmann,7,"Rangers, Real Sociedad, Sevilla, Feyenoord, VfL Wolfsburg, Wolverhampton, Atlanta United"
Felix P. Thomas,5,"Aston Villa, Benfica, Galatasaray, Olympiacos, Wolverhampton"
Pedri A. Vasquez,7,"Wolverhampton, Dynamo Kyiv, Rennes, Borussia Dortmund, Real Betis, Sporting CP, Al-Nassr"
Iker M. Weber,7,"Inter Milan, VfL Wolfsburg, LAFC, Bologna, Besiktas, Borussia Dortmund, RB Leipzig"
Tariq D. Laurent,7,"Newcastle United, Santos, Paris Saint-Germain, Atletico Madrid, Nice, Manchester United, Feyenoord"
Nicolò R. Becker,2,"São Paulo, Benfica"
David A. Roux,5,"Real Madrid, Sevilla, Brighton & Hove Albion, Feyenoord, PSV Eindhoven"
Lorenzo S. Wagner,3,"Wolverhampton, Boca Juniors, Barcelona"
Julian G. Santos,2,"AS Roma, Sporting CP"
Federico F. Ricci,7,"Bayer Leverkusen, Everton, Bayern Munich, Corinthians, Santos, Borussia Mönchengladbach, Galatasaray"
Noah E. De Bruyne,4,"Aston Villa, Valencia, Napoli, Borussia Mönchengladbach"
Dries C. Greco,4,"Boca Juniors, Villarreal, Al-Hilal, Paris Saint-Germain"
Bruno A. Esposito,2,"RB Leipzig, Real Sociedad"
Benjamin T. Roberts,3,"Al-Ahli, Santos, Wolverhampton"
Amir E. Lopez,4,"Bayern Munich, Santos, Atalanta, Paris Saint-Germain"
Samuel R. Ramirez,1,LA Galaxy
Gabriel G. Roberts,5,"Al-Ittihad, Atlanta United, Shakhtar Donetsk, Olympiacos, Bayer Leverkusen"
Kevin L. Santos,4,"Juventus, Athletic Bilbao, Grêmio, Napoli"
Kwame P. Becker,3,"Celtic, Real Sociedad, Paris Saint-Germain"
Elias M. Bertrand,5,"Barcelona, River Plate, Liverpool, Nice, Ajax"
Mateo Lefebvre,2,"AS Roma, Juventus"
Alexander M. Bertrand,1,Napoli
David A. Gomez,1,Sevilla
Louis A. Müller,3,"Schalke 04, Fluminense, Arsenal"
Bernardo M. Taylor,1,Rennes
Jan C. Rodriguez,3,"SS Lazio, Nice, Brighton & Hove Albion"
Hugo R. Martinez,1,Inter Miami
Ciro R. Thomas,2,"Arsenal, Barcelona"
Lorenzo C. Marino,3,"Borussia Dortmund, Real Madrid, Manchester City"
Diogo A. Gonzales,4,"Schalke 04, Dynamo Kyiv, Grêmio, Al-Ittihad"
David K. Garcia,4,"Bologna, Dynamo Kyiv, Bayer Leverkusen, Lille"
Samuel H. Lefebvre,2,"Borussia Mönchengladbach, Ajax"
Diego J. Bruno,7,"Bayer Leverkusen, Barcelona, Al-Ittihad, Atlanta United, Santos, Real Sociedad, Celtic"
Mason H. Diaz,4,"BRAGA, Atlanta United, Inter Milan, Besiktas"
Nicolas N. Hernandez,4,"Valencia, Rennes, Brighton & Hove Albion, Besiktas"
Memphis G. Bruno,5,"Fenerbahce, Chelsea, VfL Wolfsburg, Everton, Schalke 04"
Gabriel A. Visser,4,"LAFC, Fenerbahce, Real Madrid, Al-Nassr"
Felix S. Rojas,1,Grêmio
Benjamin C. Van Dijk,7,"Atlanta United, Al-Nassr, Bayer Leverkusen, Shakhtar Donetsk, VfL Wolfsburg, Ajax, Marseille"
Miklós A. Schneider,4,"Fiorentina, Napoli, Borussia Mönchengladbach, River Plate"
Ciro D. Leroy,1,LAFC
Tariq S. Fernandez,2,"Inter Milan, Brighton & Hove Albion"
Giorgio T. Jansen,1,Inter Milan
Alexander R. Esposito,2,"BRAGA, RB Leipzig"
Lucas M. Bertrand,5,"Sevilla, Celtic, Schalke 04, LA Galaxy, Lille"
Kenji C. Hernandez,6,"Corinthians, Wolverhampton, Sporting CP, Athletic Bilbao, Juventus, Bayer Leverkusen"
Julian L. Jansen,3,"Athletic Bilbao, Aston Villa, Liverpool"
Carlos S. David,1,Borussia Mönchengladbach
Kenji P. Gonzales,1,Real Madrid
Carlos F. Evans,4,"BRAGA, Borussia Mönchengladbach, Manchester City, West Ham United"
Noah J. De Bruyne,7,"Wolverhampton, Nice, Lyon, Inter Milan, Lille, Celtic, LAFC"
Mateo M. Garcia,1,Chelsea
Jan C. Michel,2,"Atlanta United, Brighton & Hove Albion"
Santiago A. Evans,4,"Lyon, Real Sociedad, RB Leipzig, Getafe"
Jakub C. Sanchez,7,"Napoli, Torino, Grêmio, Ajax, Rennes, Monaco, Marseille"
Igor T. Roberts,4,"Getafe, LA Galaxy, Inter Miami, Real Sociedad"
Kwan L. Garcia,3,"Olympiacos, Torino, Inter Miami"
Chidi D. Visser,6,"AS Roma, Aston Villa, Boca Juniors, Eintracht Frankfurt, Sevilla, Olympiacos"
Iker T. Ferrari,2,"FC Porto, Boca Juniors"
Louis B. Schmidt,5,"Manchester City, Sevilla, Wolverhampton, Santos, Chelsea"
Cody E. Moreau,6,"Real Betis, Atlanta United, RB Leipzig, Sporting CP, Rennes, VfL Wolfsburg"
Axel K. Smith,7,"Newcastle United, Villarreal, LAFC, Dynamo Kyiv, Wolverhampton, RB Leipzig, Galatasaray"
Sandro K. Marino,6,"Lille, Santos, Inter Milan, Real Betis, Rennes, Olympiacos"
Jan S. Smith,6,"RB Leipzig, Inter Miami, Benfica, Liverpool, Dynamo Kyiv, Atletico Madrid"
Lorenzo T. De Bruyne,4,"Besiktas, Villarreal, Athletic Bilbao, Fenerbahce"
Rafael G. Davies,4,"Bayer Leverkusen, Barcelona, Real Madrid, VfL Wolfsburg"
Axel L. Gomez,6,"Sporting CP, Shakhtar Donetsk, Corinthians, Feyenoord, Lille, Santos"
Frenkie R. Brown,2,"Celtic, Bologna"
Kofi K. Fernandez,7,"Atletico Madrid, Tottenham Hotspur, Al-Ahli, Dynamo Kyiv, Real Sociedad, Fiorentina, Rennes"
Gianluigi J. Fernandez,3,"Liverpool, Eintracht Frankfurt, Getafe"
Mateo D. Michel,7,"Arsenal, Fluminense, Shakhtar Donetsk, Marseille, VfL Wolfsburg, Manchester United, Al-Hilal"
Thibaut E. Colombo,4,"Lyon, RB Leipzig, Feyenoord, Palmeiras"
Maximilian B. Colombo,7,"Arsenal, West Ham United, Getafe, Borussia Mönchengladbach, River Plate, Bologna, Real Betis"
Dominik E. Fischer,5,"PSV Eindhoven, Bayern Munich, Benfica, Grêmio, Wolverhampton"
Maximilian S. Rodriguez,7,"West Ham United, Feyenoord, Eintracht Frankfurt, VfL Wolfsburg, Al-Nassr, Boca Juniors, Sevilla"
Nicolò D. Lopez,6,"Juventus, Sporting CP, Torino, Manchester City, Paris Saint-Germain, Atletico Madrid"
Marco J. Vasquez,7,"SS Lazio, Brighton & Hove Albion, Boca Juniors, Inter Milan, LAFC, Chelsea, Lyon"
Sebastian T. Van Dijk,3,"Bologna, Rennes, Benfica"
Louis D. Perez,5,"Eintracht Frankfurt, Bayern Munich, Newcastle United, AS Roma, Everton"
Chidi E. Rodriguez,5,"Lille, Juventus, Chelsea, Dynamo Kyiv, Villarreal"
Dominik P. Michel,7,"RB Leipzig, Monaco, Flamengo, Ajax, Borussia Mönchengladbach, Corinthians, Bayer Leverkusen"
Kacper L. Bertrand,6,"RB Leipzig, Fenerbahce, Celtic, Rangers, Real Sociedad, Manchester United"
Youssef K. Hoffmann,1,Borussia Mönchengladbach
Tiago H. Santos,7,"Galatasaray, Fluminense, LA Galaxy, Real Sociedad, RB Leipzig, West Ham United, Aston Villa"
Leonardo D. Martinez,2,"Wolverhampton, Olympiacos"
Filip A. Hoffmann,3,"Borussia Mönchengladbach, Besiktas, Eintracht Frankfurt"
Ciro M. Jones,7,"Schalke 04, PSV Eindhoven, Ajax, Everton, Olympiacos, Tottenham Hotspur, Real Betis"
Sebastian B. Becker,1,Al-Ittihad
Adrian P. Bruno,7,"Chelsea, Bologna, VfL Wolfsburg, Valencia, Lille, Rangers, Santos"
Dries L. Davies,4,"Olympiacos, Atalanta, Grêmio, Besiktas"
Felix K. De Jong,4,"Olympiacos, Barcelona, FC Porto, Dynamo Kyiv"
Alexander T. Torres,7,"Barcelona, Real Madrid, Monaco, Dynamo Kyiv, Fenerbahce, Lyon, Al-Hilal"
Bruno V. Bakker,6,"Grêmio, Liverpool, Fiorentina, Torino, Nice, Aston Villa"
Josko A. Romano,4,"BRAGA, Al-Nassr, Galatasaray, Athletic Bilbao"
Giorgio P. Smith,6,"AC Milan, Valencia, Athletic Bilbao, Barcelona, FC Porto, Fluminense"
Stefan E. Simon,4,"Al-Ahli, Aston Villa, Juventus, Real Madrid"
Rafael K. Flores,4,"Real Betis, Atalanta, Besiktas, RB Leipzig"
Alexander K. Ferrari,3,"Lyon, Atalanta, São Paulo"
Pedri L. Bianchi,3,"Olympiacos, BRAGA, Nice"
Romelu S. Becker,1,Nice
Jan L. Greco,2,"Al-Ittihad, Aston Villa"
Memphis Schulz,7,"Ajax, VfL Wolfsburg, Boca Juniors, Juventus, Fenerbahce, PSV Eindhoven, Manchester City"
Luka C. Jansen,5,"Real Betis, FC Porto, Lyon, Borussia Mönchengladbach, Bayer Leverkusen"
Oluwaseun B. Evans,1,Besiktas
Thibaut Rojas,7,"Nice, PSV Eindhoven, Al-Nassr, Napoli, Aston Villa, Everton, Lyon"
Hiroshi C. De Jong,7,"SS Lazio, Everton, Olympiacos, Borussia Dortmund, LAFC, Celtic, Santos"
Jonas M. Alvarez,1,Torino
Eden F. Ramirez,1,Grêmio
Lukas C. Hernandez,3,"Grêmio, Everton, Rennes"
Felix J. Colombo,2,"Inter Milan, SS Lazio"
Gonçalo G. Müller,5,"Lyon, Aston Villa, Barcelona, Al-Ittihad, Flamengo"
Gavi R. Bakker,1,Juventus
Diego D. Rojas,5,"Al-Hilal, Athletic Bilbao, Lyon, Sevilla, West Ham United"
Gabriel B. Smit,2,"Bologna, LA Galaxy"
Toby L. Fernandez,3,"Fiorentina, Real Madrid, Rangers"
Iker C. Schulz,5,"Bologna, AC Milan, Newcastle United, Fiorentina, Arsenal"
Mateo E. Lopez,1,Benfica
Federico K. Thomas,2,"Real Sociedad, BRAGA"
Cody A. Roberts,3,"Borussia Mönchengladbach, Corinthians, Brighton & Hove Albion"
Lukas G. Jones,6,"Wolverhampton, Lyon, LA Galaxy, Schalke 04, Paris Saint-Germain, Real Madrid"
Leonardo V. Wilson,7,"Fiorentina, Villarreal, SS Lazio, Inter Miami, Olympiacos, Eintracht Frankfurt, Monaco"
Bernardo F. Jansen,3,"Palmeiras, Bologna, Eintracht Frankfurt"
Iker Weber,3,"Getafe, Real Sociedad, LAFC"
Hiroshi H. De Bruyne,2,"Liverpool, Al-Ittihad"
Eden T. Leroy,4,"Boca Juniors, Arsenal, RB Leipzig, Nice"
Jonas J. Brown,3,"Dynamo Kyiv, Flamengo, Fiorentina"
Sven L. Moreau,6,"Fenerbahce, Real Betis, Valencia, VfL Wolfsburg, Aston Villa, AS Roma"
Ethan Ricci,7,"Palmeiras, Newcastle United, Celtic, Fiorentina, Bayer Leverkusen, Napoli, Borussia Mönchengladbach"
Bernardo N. Visser,1,Torino
Romelu G. Williams,7,"Al-Nassr, São Paulo, Dynamo Kyiv, RB Leipzig, Barcelona, Bologna, Aston Villa"
Memphis V. Wagner,1,Sevilla
Leonardo V. Vasquez,6,"Juventus, Sporting CP, Valencia, Al-Hilal, Feyenoord, Grêmio"
Eden J. Ramirez,7,"Fiorentina, Flamengo, FC Porto, Ajax, Getafe, Real Madrid, Celtic"
Liam J. Hernandez,2,"Olympiacos, Rennes"
Santiago P. Schneider,2,"Villarreal, Besiktas"
Memphis M. Jansen,2,"PSV Eindhoven, Napoli"
Giorgio H. Torres,7,"AS Roma, Atletico Madrid, Nice, São Paulo, Villarreal, PSV Eindhoven, Al-Ittihad"
Stefan E. Bertrand,5,"Manchester United, Al-Ahli, Torino, Barcelona, LA Galaxy"
Kenji K. Esposito,4,"Al-Nassr, Aston Villa, River Plate, Lyon"
João S. Colombo,4,"LAFC, Santos, Getafe, Liverpool"
Alessandro P. Schmidt,1,Liverpool
Josko B. Müller,6,"Al-Ahli, Tottenham Hotspur, Rangers, Sporting CP, Fenerbahce, Arsenal"
Kwame J. Bakker,6,"Galatasaray, Bayern Munich, West Ham United, Palmeiras, Tottenham Hotspur, Schalke 04"
Frenkie R. Nieuwenhuis,6,"AC Milan, Getafe, Benfica, Al-Ittihad, Nice, Besiktas"
Memphis L. Rojas,7,"River Plate, Fenerbahce, Dynamo Kyiv, AC Milan, Rennes, Lyon, SS Lazio"
Rafael T. Bakker,4,"Borussia Dortmund, Celtic, Atalanta, Feyenoord"
Nicolas A. Smit,5,"Eintracht Frankfurt, Corinthians, Palmeiras, Santos, Paris Saint-Germain"
Nicolas S. Meyer,6,"Galatasaray, Real Sociedad, Benfica, AC Milan, Al-Nassr, Rangers"
Adrian K. David,2,"AS Roma, Juventus"
Nathan P. Van Dijk,5,"Manchester United, Olympiacos, Liverpool, Borussia Dortmund, Real Betis"
Alexander D. Moreno,7,"Galatasaray, Rennes, RB Leipzig, Besiktas, Marseille, Schalke 04, Real Madrid"
Sebastian A. Greco,2,"Lyon, Borussia Dortmund"
Federico V. Rodriguez,4,"Juventus, Tottenham Hotspur, LA Galaxy, VfL Wolfsburg"
Mateo C. Thomas,3,"Atlanta United, Manchester United, Benfica"
Daniel L. Ricci,3,"Arsenal, Everton, Corinthians"
Marco B. Lefebvre,1,Paris Saint-Germain
Gonçalo H. De Bruyne,5,"Besiktas, Lyon, LAFC, Brighton & Hove Albion, Celtic"
Diogo R. Brown,7,"Everton, Borussia Dortmund, Al-Nassr, Fenerbahce, Aston Villa, Rangers, Lyon"
Leonardo V. Roux,7,"AC Milan, AS Roma, Benfica, Barcelona, Valencia, Al-Ittihad, Santos"
Nicolas S. Santos,6,"Real Sociedad, AS Roma, Corinthians, Valencia, Besiktas, Fluminense"
Youssef L. Bruno,7,"Manchester United, Bologna, Atlanta United, Manchester City, Rangers, Al-Ahli, Bayern Munich"
Samuel M. Van Dijk,6,"Galatasaray, SS Lazio, FC Porto, Atletico Madrid, LA Galaxy, Rangers"
Miklós E. Perez,1,Brighton & Hove Albion
Kwan R. Smith,3,"Al-Nassr, Torino, Paris Saint-Germain"
Federico S. Thomas,7,"Atletico Madrid, Manchester City, Ajax, Dynamo Kyiv, Lyon, Athletic Bilbao, Al-Ahli"
Ivan F. Vasquez,3,"Celtic, West Ham United, São Paulo"
Ciro D. Michel,5,"Arsenal, RB Leipzig, Bayern Munich, Schalke 04, Palmeiras"
Julian J. Moreno,2,"River Plate, Sporting CP"
Sandro P. De Jong,3,"Wolverhampton, Borussia Mönchengladbach, Real Sociedad"
Benjamin S. Bianchi,3,"Manchester City, LA Galaxy, Atletico Madrid"
Toby F. Schneider,1,Torino
Nathan V. Lefebvre,1,Boca Juniors
Julian N. Thomas,1,Fiorentina
Lorenzo L. Martinez,2,"Monaco, Marseille"
Kofi V. Bianchi,3,"Newcastle United, Nice, Getafe"
Paul T. Smit,7,"Palmeiras, SS Lazio, Besiktas, Borussia Mönchengladbach, Juventus, PSV Eindhoven, LAFC"
Jan M. Fernandez,2,"Shakhtar Donetsk, Bologna"
Gianluigi V. Alvarez,2,"Villarreal, Athletic Bilbao"
Mateo N. Davies,4,"Villarreal, Besiktas, Grêmio, Paris Saint-Germain"
Amir S. Fernandez,4,"Napoli, Barcelona, Schalke 04, Borussia Dortmund"
Lucas L. Marino,6,"São Paulo, Dynamo Kyiv, Bologna, Sevilla, Corinthians, Palmeiras"
Diogo V. Esposito,1,RB Leipzig
Mateo N. Garcia,1,RB Leipzig
Jan F. Visser,3,"Atalanta, Flamengo, Olympiacos"
Chidi C. Laurent,1,Santos
Josko B. Wilson,1,Lyon
